index,f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
18142,Wen,Lieflander,M,702,360-5359,LAS VEGAS,NV,89131,S,Y,45000,0.0,0,0,0
18143,Luise,Goerigk,M,662,356-9931,UNION,MS,39365,S,Y,35000,5.0,6000,0,1500
18144,Yuhji,Ancilotti,F,213,164-7970,LOS ANGELES,CA,90091,S,N,20000,4.2297716,87,0,0
18145,Engelbert,Wacholder,M,503,992-1080,NETARTS,OR,97143,S,N,80000,9.0,159,0,0
18146,Janell,Raghavendra,F,402,446-7291,HOSKINS,NE,68740,M,N,5000,3.0217428,0,206,0
18147,Prakash,Spirn,F,626,964-2869,MARICOPA,CA,93252,S,N,45000,9.3,87,0,0
18148,Demosthenes,Kadokura,M,516,831-4273,EAST MEREDITH,NY,13757,M,N,15000,4.040549,0,0,0
18149,Mariemma,Rosencrans,M,920,753-6468,ARGYLE,WI,53504,M,N,60000,5.488912,0,1400,0
18150,Pantelis,Schiefer,F,302,970-4693,WILMINGTON,DE,19892,M,Y,95000,5.95,0,220,110
18151,Kimmo,Boers,F,330,769-9815,TOLEDO,OH,43660,M,Y,50000,2.2057693,0,2600,1300
18152,Eizo,Hasida,F,914,148-9713,NEW YORK,NY,10014,M,N,15000,4.040549,0,0,0
18153,Giri,Behr,M,734,527-7956,TURNER,MI,48765,S,Y,40000,3.9,3100,0,3100
18154,Bela,Wong,M,870,661-2767,HOT SPRINGS VILLAGE,AR,71909,M,Y,75000,7.0,0,40,20
18155,Michial,Rylands,F,406,125-7695,ELMO,MT,59915,S,Y,15000,6.9,1900,0,1900
18156,Yoshikatsu,Ramsdell,F,618,323-1402,OAK PARK,IL,60304,M,N,90000,3.0,0,4000,0
18157,Tzonelih,Scopinich,F,478,933-4466,DUDLEY,GA,31022,M,N,10000,6.0,0,5400,0
18158,Osnat,Nanadikar,M,251,314-8767,HARVEST,AL,35749,M,N,15000,5.0,0,3000,0
18159,Raghunandan,Sandak,F,508,574-1172,WORCESTER,MA,01614,M,N,95000,5.3,0,7150,0
18160,Ortrud,Bedard,M,812,775-3790,OWENSVILLE,IN,47665,M,N,20000,3.4,0,2000,0
18161,Xuguang,Class,M,972,423-5642,PETTY,TX,75470,S,N,70000,0.0,0,0,0
18162,Na''el,Puterman,F,501,861-3727,PYATT,AR,72672,M,N,60000,7.0,0,40,0
18163,Farzan,Shephard,F,605,745-5741,ENNING,SD,57737,M,N,55000,0.0,0,0,0
18164,Yungho,Dabdub,F,502,381-6151,SCOTTSVILLE,KY,42164,S,Y,75000,6.0,20,0,20
18165,Chiuyuan,Ghelli,F,207,238-3219,EAST BALDWIN,ME,04024,S,N,40000,8.5,2850,0,0
18166,Alselm,Yand,F,281,535-8646,EL PASO,TX,88525,S,N,55000,0.0,0,0,0
18167,Rohini,Rahola,F,701,704-8105,HANNAH,ND,58239,S,Y,35000,2.161439,3300,0,3300
18168,Elod,Eaglestone,F,979,157-4568,VIDOR,TX,77670,M,Y,5000,0.0,0,0,0
18169,Guri,Liedekerke,F,803,471-9685,COPE,SC,29038,S,N,10000,5.752432,3300,0,0
18170,Moheb,Taubman,M,907,362-8428,CANTWELL,AK,99729,M,Y,25000,0.0,0,0,0
18171,Zhidong,Leduc,F,251,945-1911,QUINTON,AL,35130,M,N,100000,5.0,1500,0,300
18172,Stafano,Verhoeff,M,605,404-5506,YANKTON,SD,57078,M,N,50000,0.0,0,0,0
18173,Najah,Corsini,F,701,984-9819,FORT RANSOM,ND,58033,S,N,20000,2.1,3300,0,0
18174,Vangalur,Hintikka,M,406,795-5924,WORDEN,MT,59088,S,Y,5000,2.3732758,1900,0,1900
18175,Ragunathan,Norrish,M,360,710-2784,PALISADES,WA,98845,M,N,55000,0.0,0,0,0
18176,Surapant,Tash,M,307,186-1713,WOLF,WY,82844,M,N,20000,0.0,0,0,0
18177,Haklin,Tarabout,F,270,801-4158,VEST,KY,41772,M,N,90000,6.0,0,40,0
18178,Peder,Leite,F,313,371-9769,DETROIT,MI,48260,S,Y,65000,3.9,3100,0,3100
18179,Sangam,Zajak,F,231,403-6583,LANSING,MI,48921,S,N,90000,3.9,3100,0,0
18180,Uwe,Benassi,M,573,729-6858,WILLIAMSVILLE,MO,63967,S,Y,70000,6.0,2100,0,1200
18181,Attahiru,Warschat,M,518,847-7818,WEVERTOWN,NY,12886,S,N,65000,4.330183,0,0,0
18182,Gou,Cassez,M,720,393-6627,JAROSO,CO,81138,S,N,55000,4.63,0,0,0
18183,Joonhee,Lawrence,M,414,875-4204,MILWAUKEE,WI,53225,M,Y,5000,4.6,0,1400,400
18184,Ammei,Belkhatir,M,702,591-4864,OVERTON,NV,89040,S,N,10000,0.0,0,0,0
18185,Sriram,Rino,F,828,201-9896,WAKE FOREST,NC,27588,S,Y,30000,6.361888,3300,0,3300
18186,Wanqing,Mavaddat,M,307,730-3295,ROCK SPRINGS,WY,82902,S,N,45000,0.0,0,0,0
18187,Cosmin,Chiueh,M,801,301-7144,LA VERKIN,UT,84745,M,N,90000,7.0,0,4950,0
18188,Dipayan,Grandage,M,878,189-6200,NINEVEH,PA,15353,M,N,100000,3.07,0,0,0
18189,Serena,Borrowman,F,757,251-3645,SPOTSYLVANIA,VA,22553,S,N,30000,5.75,900,0,0
18190,Svetozara,Brunt,F,939,510-4312,SAN JUAN,PR,00917,M,N,85000,0.0,0,0,0
18191,Bhaskar,Summann,M,414,345-1600,NEILLSVILLE,WI,54456,S,N,80000,5.836415,700,0,0
18192,Ashid,Perrone,M,505,385-6411,ALBUQUERQUE,NM,87165,S,Y,25000,5.3,3300,0,3300
18193,Kunwadee,Asmuth,M,541,629-9982,DURKEE,OR,97905,S,N,60000,9.0,159,0,0
18194,Yueming,Pascual,F,907,474-1981,UNALAKLEET,AK,99684,M,Y,20000,0.0,0,0,0
18195,Blake,D''Hooge,M,307,788-1347,HAWK SPRINGS,WY,82217,M,N,60000,0.0,0,0,0
18196,Liwu,Keil,M,907,218-3630,MEYERS CHUCK,AK,99903,S,Y,70000,0.0,0,0,0
18197,Kazuharu,Wothke,F,406,774-8223,HELENA,MT,59625,S,N,100000,6.9,1900,0,0
18198,Tirtza,Gurret,M,480,405-4891,SURPRISE,AZ,85379,S,N,80000,3.955,2100,0,0
18199,Jade,Decleir,M,773,299-1579,WARRENSBURG,IL,62573,M,Y,80000,3.0,0,4000,2000
18200,Gernot,Rettinger,M,952,681-5666,BABBITT,MN,55706,M,Y,35000,6.1232123,0,6600,3300
18201,Jasper,Zullighoven,F,435,277-4038,SALT LAKE CITY,UT,84118,S,N,100000,7.0,2475,0,0
18202,Boi,Forti,F,802,513-7427,SAINT JOHNSBURY CENTER,VT,05863,S,N,70000,4.397808,3300,0,0
18203,Savi,Smotroff,F,307,950-4619,YODER,WY,82244,S,Y,45000,0.0,0,0,0
18204,Upendra,Ambrosetti,M,678,394-6456,BAINBRIDGE,GA,39817,M,N,95000,6.0,0,5400,0
18205,Hongzhang,Meddes,F,480,659-6637,MUNDS PARK,AZ,86017,S,N,95000,4.1875,2100,0,0
18206,Alexey,Vidya,F,706,890-3134,ATLANTA,GA,30347,M,Y,15000,6.0,0,5400,3000
18207,Mang,Zhakarov,F,502,683-4722,SUMMERSVILLE,KY,42782,S,N,85000,6.0,20,0,0
18208,Shobana,Roeseler,F,425,342-9963,SILVERDALE,WA,98383,M,N,25000,0.0,0,0,0
18209,Nicolae,Elhardt,F,406,412-2442,BILLINGS,MT,59116,S,N,65000,6.9,1900,0,0
18210,Filiberto,Raveh,M,419,241-3401,CHAUNCEY,OH,45719,S,Y,45000,2.039795,1300,0,1300
18211,Jinsoo,Tabor,M,315,272-8669,BALDWIN,NY,11510,S,N,20000,4.0695124,0,0,0
18212,Patrizio,Ramanna,M,864,409-8111,DENMARK,SC,29042,S,N,95000,7.0,3300,0,0
18213,Terresa,Sadaoui,M,401,432-6469,WEST KINGSTON,RI,02892,S,Y,45000,0.0,0,0,0
18214,Lantzos,Pinkston,M,224,260-6055,CARBONDALE,IL,62901,M,N,30000,3.0,0,4000,0
18215,Chrystopher,Baptiste,F,302,316-9158,MARYDEL,DE,19964,S,N,75000,5.95,110,0,0
18216,Swati,Postiff,M,316,564-4858,EUDORA,KS,66025,S,Y,75000,6.45,2250,0,2250
18217,Ugis,Pfitzmann,M,605,240-8814,SIOUX FALLS,SD,57194,S,N,10000,0.0,0,0,0
18218,Moss,Crvenkovic,M,939,883-2401,AGUADILLA,PR,00605,S,Y,65000,0.0,0,0,0
18219,Sydney,Chuah,M,202,801-4924,WASHINGTON,DC,20005,S,Y,30000,9.0,1370,0,1370
18220,Qiuhui,Powers,F,202,452-7953,WASHINGTON,DC,20207,M,Y,95000,9.0,0,2740,1370
18221,Pawan,Czap,M,567,463-1229,NEW PHILADELPHIA,OH,44663,S,Y,55000,2.3717437,1300,0,1300
18222,Girolamo,Ermel,F,878,426-6726,BELLEVILLE,PA,17004,M,Y,75000,3.07,0,0,0
18223,Mooi,Hackl,M,210,679-3662,FRANCITAS,TX,77961,M,Y,5000,0.0,0,0,0
18224,Amitavo,Zemerly,M,248,361-9509,DETROIT,MI,48235,M,N,15000,3.9,0,6200,0
18225,Xipeng,Jaakkola,M,406,620-6343,NASHUA,MT,59248,M,N,10000,4.916379,0,3800,0
18226,Junji,Veljan,F,702,491-3083,MC DERMITT,NV,89421,S,N,85000,0.0,0,0,0
18227,Lotte,Butterworth,F,641,475-4675,SHELLSBURG,IA,52332,S,Y,70000,8.98,40,0,40
18228,Floriano,Regoli,M,301,516-3368,LAUREL,MD,20725,S,Y,100000,4.75,2400,0,2400
18229,Rishi,Sabnani,F,701,480-8258,LANKIN,ND,58250,S,N,55000,2.3932838,3300,0,0
18230,Damian,Strole,F,307,741-7761,ARMINTO,WY,82630,S,N,65000,0.0,0,0,0
18231,Soazig,Sutre,M,443,118-9780,KENSINGTON,MD,20891,M,N,15000,4.75,0,4800,0
18232,Christiaan,Ishak,F,860,468-8588,NEW HAVEN,CT,06501,M,Y,90000,5.0,0,24500,0
18233,Prentiss,Felderman,F,240,448-5687,MIDLAND,MD,21542,M,Y,20000,4.75,0,4800,2400
18234,Torleiv,Birtle,M,208,204-6346,MORELAND,ID,83256,M,N,40000,7.8,0,6600,0
18235,Amstein,Schupeta,F,414,518-3688,EASTMAN,WI,54626,M,Y,5000,4.6,0,1400,400
18236,Gurdeep,Seredynski,M,970,748-8213,EGNAR,CO,81325,M,N,95000,4.63,0,0,0
18237,Souichi,Otterbein,F,878,151-2741,FAIRFIELD,PA,17320,S,Y,100000,3.07,0,0,0
18238,Pini,Schall,M,720,967-7716,ALMA,CO,80420,M,N,75000,4.63,0,0,0
18239,Arra,Gentile,F,314,870-3628,OLD MONROE,MO,63369,S,N,80000,6.0,2100,0,0
18240,Pericles,Kittredge,F,918,398-2123,ENID,OK,73703,S,Y,60000,6.25,1000,0,1000
18241,Hellmut,Peres,F,606,208-2645,FALL ROCK,KY,40932,S,Y,100000,6.0,20,0,20
18242,Toshiya,Glymour,M,860,880-5580,UNIONVILLE,CT,06085,M,N,55000,5.0,0,24500,0
18243,Sajjad,Pilouk,F,808,385-6843,HONAUNAU,HI,96726,M,N,15000,3.743421,0,2080,0
18244,Stamos,Metais,M,718,733-1282,WEST FULTON,NY,12194,S,Y,45000,4.2143292,0,0,1000
18245,Chengzhong,Poor,F,323,278-2111,SAN FRANCISCO,CA,94101,M,Y,70000,9.3,0,174,272
18246,Sajjad,Aknine,F,229,502-4308,CONLEY,GA,30288,S,N,65000,6.0,2700,0,0
18247,Noela,Kibati,M,503,135-3954,PENDLETON,OR,97801,M,N,50000,9.0,0,318,0
18248,Sudebkumar,Rufino,M,908,971-9404,POINT PLEASANT BEACH,NJ,08742,S,Y,45000,1.7942708,1000,0,1500
18249,Wansoo,Thiria,F,702,234-5987,FERNLEY,NV,89408,S,N,95000,0.0,0,0,0
18250,Seiki,Bekakos,F,479,362-7473,JONESBORO,AR,72401,M,N,35000,7.0,0,40,0
18251,Zhimin,Aberer,M,603,235-2465,BENNINGTON,NH,03442,M,Y,70000,0.0,0,0,0
18252,Barradas,Prangrle,F,401,703-4866,BRADFORD,RI,02808,M,Y,40000,0.0,0,0,0
18253,Simon,Lovelady,F,435,505-1166,LOGAN,UT,84341,M,Y,30000,7.0,0,4950,2475
18254,Akeel,Schoener,M,270,629-7143,BUFFALO,KY,42716,M,Y,80000,6.0,0,40,20
18255,Masakage,Einwohner,F,207,244-5880,NOBLEBORO,ME,04555,S,Y,65000,8.5,2850,0,2850
18256,Meng,Denti,F,337,597-7901,OAK RIDGE,LA,71264,M,Y,70000,6.0,0,9000,1000
18257,Jent,Antonisse,F,563,671-5162,WILLIAMSBURG,IA,52361,M,N,15000,2.479763,0,80,0
18258,Cort,Spong,M,262,738-2939,NEW BERLIN,WI,53146,S,N,100000,6.183918,700,0,0
18259,Liem,Nicolson,M,585,609-7799,BUFFALO,NY,14201,M,N,15000,4.040549,0,0,0
18260,Patty,Tiemann,F,608,212-5287,GENESEE DEPOT,WI,53127,M,N,80000,5.836415,0,1400,0
18261,Ludek,Ranft,F,843,178-3174,ELLOREE,SC,29047,S,N,5000,3.563716,3300,0,0
18262,Francesca,Wile,F,660,776-9019,ORRICK,MO,64077,S,Y,75000,6.0,2100,0,1200
18263,Reem,Leuschel,M,402,334-8296,OMAHA,NE,68104,S,N,45000,6.84,103,0,0
18264,Hansjurgen,Slysz,F,802,202-3802,NORTH HYDE PARK,VT,05665,M,N,30000,3.6019895,0,6600,0
18265,Slobodan,Wroclawski,F,208,776-4082,LAKE FORK,ID,83635,S,N,10000,4.109693,3300,0,0
18266,Barnaby,McMorris,F,225,727-5799,LONGLEAF,LA,71448,M,N,60000,6.0,0,9000,0
18267,Hirohide,Glowinski,F,603,924-8708,PETERBOROUGH,NH,03458,S,Y,100000,0.0,0,0,0
18268,Karni,Liskiewicz,F,980,763-8662,ELON,NC,27244,M,N,90000,7.6206293,0,6600,0
18269,Amihood,Raan,F,336,832-1262,ATKINSON,NC,28421,S,Y,25000,6.256993,3300,0,3300
18270,Shin''ichi,Karlapalem,M,425,551-3637,NORTH LAKEWOOD,WA,98259,S,N,35000,0.0,0,0,0
18271,Kolar,Leonidas,M,567,140-7747,CLEVELAND,OH,44104,S,N,10000,0.8779744,1300,0,0
18272,Ghulum,Lubin,F,207,474-3720,LIVERMORE,ME,04253,S,Y,30000,8.5,2850,0,2850
18273,Carolynn,Kukimoto,M,352,685-6306,JACKSONVILLE,FL,32223,S,N,35000,0.0,0,0,0
18274,Ester,Varsek,F,541,568-5035,SALEM,OR,97306,M,N,50000,9.0,0,318,0
18275,Gwendal,Mugridge,M,252,873-8358,CHARLOTTE,NC,28270,M,N,60000,6.9912586,0,6600,0
18276,Sasan,Majors,M,412,621-7316,HOLLIDAYSBURG,PA,16648,S,N,50000,3.07,0,0,0
18277,Xua,Gahleitner,M,719,446-8910,PHIPPSBURG,CO,80469,S,Y,65000,4.63,0,0,0
18278,Sajio,Draws,F,831,649-2918,DUARTE,CA,91010,M,N,70000,9.3,0,174,0
18279,Jeremy,Soinard,M,715,366-9182,HILBERT,WI,54129,M,Y,60000,5.488912,0,1400,400
18280,Janyce,Carro,M,401,670-8471,CENTRAL FALLS,RI,02863,M,Y,15000,0.0,0,0,0
18281,Baldomir,Kaiser,F,301,193-8675,POTOMAC,MD,20854,M,Y,75000,4.75,0,4800,2400
18282,Axel,Bierbaum,F,605,822-1081,NORTH SIOUX CITY,SD,57049,M,N,45000,0.0,0,0,0
18283,Djamal,Hodil,M,302,716-1846,WILMINGTON,DE,19891,M,N,5000,2.2,0,220,0
18284,Asgeir,Byron,F,859,758-2194,BARDSTOWN,KY,40004,S,Y,35000,3.7777777,20,0,20
18285,Brahm,Laugerotte,M,402,641-2066,ODELL,NE,68415,S,Y,100000,6.84,103,0,103
18286,Gadi,Behrendt,M,907,229-4074,HYDABURG,AK,99922,M,N,10000,0.0,0,0,0
18287,Simonetta,Feast,F,971,612-1695,BEND,OR,97707,M,N,65000,9.0,0,318,0
18288,Kwangyoen,Frederiksen,M,207,559-6987,SUNSET,ME,04683,S,Y,10000,4.5857663,2850,0,2850
18289,Nathan,Mapelli,F,303,990-6398,NATURITA,CO,81422,S,N,70000,4.63,0,0,0
18290,Gilford,Humenik,F,731,680-6757,CORRYTON,TN,37721,M,N,35000,0.0,0,0,0
18291,Manu,Deren,F,307,504-7367,AUBURN,WY,83111,S,Y,45000,0.0,0,0,0
18292,Ware,Schollmeyer,F,862,620-8633,GOSHEN,NJ,08218,M,N,30000,1.5577083,0,2000,0
18293,Marion,Diday,F,979,514-1958,LA FERIA,TX,78559,M,Y,100000,0.0,0,0,0
18294,Kek,Gyenizse,F,304,926-4240,BETHANY,WV,26032,M,Y,70000,6.5,0,4000,2000
18295,Arivind,Etzion,F,763,709-4875,BRAHAM,MN,55006,M,N,15000,5.35,0,6600,0
18296,Shailendra,Gurer,M,480,595-1128,PRESCOTT,AZ,86313,S,Y,45000,3.4125,2100,0,2300
18297,Kaivalya,Takeoka,M,520,286-4123,PRESCOTT,AZ,86304,M,Y,65000,3.7224998,0,4200,2300
18298,Yan,Stanica,M,713,384-8004,FORT WORTH,TX,76126,S,N,40000,0.0,0,0,0
18299,Arjen,Masuhara,M,870,482-2600,SPARKMAN,AR,71763,M,N,40000,7.0,0,40,0
18300,Amer,Serlin,M,207,680-5805,OQUOSSOC,ME,04964,S,Y,40000,8.5,2850,0,2850
18301,Gady,Bergman,M,276,686-3485,EASTVILLE,VA,23347,M,Y,30000,5.75,0,1800,900
18302,Harjit,Meszyk,F,325,482-1755,DODGE,TX,77334,M,N,55000,0.0,0,0,0
18303,Nripendra,D''Silva,F,505,381-8238,JARALES,NM,87023,M,Y,45000,5.3,0,6600,3300
18304,Valentino,Thalhammer,F,202,281-6592,WASHINGTON,DC,20038,M,Y,65000,9.0,0,2740,1370
18305,Tasuya,Tretkoff,M,605,210-5161,KRANZBURG,SD,57245,S,N,25000,0.0,0,0,0
18306,Jaeun,Porkaew,F,803,110-5585,BRADLEY,SC,29819,M,Y,100000,7.0,0,6600,3300
18307,Nuno,Parmakson,M,912,925-9182,EAST DUBLIN,GA,31027,S,N,40000,6.0,2700,0,0
18308,Hironao,Alborghetti,M,605,651-7633,PRESHO,SD,57568,M,N,45000,0.0,0,0,0
18309,Murat,Gunther,M,616,313-3166,MAYBEE,MI,48159,S,Y,70000,3.9,3100,0,3100
18310,Jaume,Mitchem,M,605,157-7582,VIENNA,SD,57271,S,Y,40000,0.0,0,0,0
18311,Shigeichi,Pedicini,M,908,203-4524,GOSHEN,NJ,08218,S,Y,45000,1.7942708,1000,0,1500
18312,Orlando,Canulette,F,580,454-6861,TULSA,OK,74114,M,Y,5000,3.0555556,0,2000,1000
18313,Dick,Mawatari,M,563,974-8182,AMES,IA,50013,S,N,95000,8.98,40,0,0
18314,Gagan,Rayne,F,843,617-8001,HEATH SPRINGS,SC,29058,S,N,35000,7.0,3300,0,0
18315,Len,Goodrum,F,850,307-2130,PUNTA GORDA,FL,33951,S,N,85000,0.0,0,0,0
18316,Kyunghee,Rase,F,207,711-9162,WYTOPITLOCK,ME,04497,M,Y,25000,8.5,0,5700,2850
18317,Yoshitomo,Stepoway,M,765,853-9767,BROWNSTOWN,IN,47220,M,Y,15000,3.4,0,2000,1000
18318,Gritta,Gnutzmann,F,302,906-9829,WILMINGTON,DE,19890,S,Y,25000,3.5636363,110,0,110
18319,Deryle,Wittich,M,731,612-8071,PARSONS,TN,38363,S,N,45000,0.0,0,0,0
18320,Belle,Cowan,M,207,785-2100,LUBEC,ME,04652,S,N,10000,4.5857663,2850,0,0
18321,Bhanu,Worm,M,203,537-4992,HARTFORD,CT,06120,M,Y,20000,5.0,0,24500,0
18322,Bertil,Terpou,F,307,576-1436,BURLINGTON,WY,82411,M,N,20000,0.0,0,0,0
18323,Navin,Broggi,M,402,709-3469,DODGE,NE,68633,S,Y,25000,6.5736103,103,0,103
18324,Yuguang,Reiher,M,913,497-9079,LEAVENWORTH,KS,66048,S,N,5000,3.5,2250,0,0
18325,Donal,Halpin,F,225,119-4849,HAYNESVILLE,LA,71038,M,N,5000,2.0,0,9000,0
18326,Djoerd,Goldschlager,F,307,565-4586,WYARNO,WY,82845,M,Y,95000,0.0,0,0,0
18327,Taesoon,Acevedo,M,505,129-8586,WATERFLOW,NM,87421,M,Y,20000,5.3,0,6600,3300
18328,Kripasindhu,Mijia,M,567,483-4942,INDEPENDENCE,OH,44131,S,Y,100000,3.8655128,1300,0,1300
18329,Honghai,Goss,M,907,550-5357,ALLAKAKET,AK,99720,S,Y,60000,0.0,0,0,0
18330,Alanoly,Luck,M,308,487-1818,JULIAN,NE,68379,S,N,10000,3.9097095,103,0,0
18331,Isamu,Baliga,F,219,725-2721,HAMILTON,IN,46742,M,Y,10000,3.4,0,2000,1000
18332,Sigmund,Musikaev,M,276,288-3847,NEWPORT NEWS,VA,23609,M,N,40000,5.75,0,1800,0
18333,Wilko,Dickmanns,M,503,206-6516,BEND,OR,97702,S,Y,30000,9.0,159,0,159
18334,Motomichi,Lomanto,F,304,556-1015,CHARLESTON,WV,25392,S,N,20000,3.7,2000,0,0
18335,Sigmar,Chebini,M,775,759-5946,LAS VEGAS,NV,89154,S,N,95000,0.0,0,0,0
18336,Arani,Sigel,F,304,249-1511,VALLEY HEAD,WV,26294,S,N,45000,5.45,2000,0,0
18337,Dusko,Tyugu,F,518,412-5073,TRIBES HILL,NY,12177,S,N,70000,4.359146,0,0,0
18338,Haixun,Perna,F,415,860-5675,ANAHEIM,CA,92803,S,Y,85000,9.3,87,0,272
18339,Shir,Hogen,M,605,646-7590,MOUNT VERNON,SD,57363,M,Y,90000,0.0,0,0,0
18340,Mildred,Piel,F,859,779-3256,CROCKETT,KY,41413,M,Y,5000,2.1111112,0,40,20
18341,Yijun,Pavlovsky,M,808,678-3448,HONOLULU,HI,96850,S,Y,75000,8.25,1040,0,1040
18342,Constantino,Scholtes,M,970,760-5718,COLORADO SPRINGS,CO,80914,S,Y,35000,4.63,0,0,0
18343,Jos,Viragh,F,775,457-5999,RENO,NV,89555,S,Y,65000,0.0,0,0,0
18344,Gulrukh,Standish,M,808,417-5406,PAHALA,HI,96777,S,N,60000,8.25,1040,0,0
18345,Naohiro,Susskind,M,801,511-4222,SALT LAKE CITY,UT,84123,M,N,95000,7.0,0,4950,0
18346,Augusta,Nowatzyk,M,208,294-9922,COOLIN,ID,83821,M,Y,100000,7.8,0,6600,3300
18347,Drago,Glockner,M,815,287-3349,EAST SAINT LOUIS,IL,62204,M,Y,15000,3.0,0,4000,2000
18348,Aristides,Whitcroft,M,616,220-7213,NORWAY,MI,49870,M,Y,20000,3.9,0,6200,3100
18349,Temple,Maciel,F,207,705-5035,BUCKSPORT,ME,04416,M,Y,20000,8.5,0,5700,2850
18350,Alastair,Aboutabl,M,339,996-6738,JAMAICA PLAIN,MA,02130,S,Y,95000,5.3,3575,0,1000
18351,Syun,Spirn,F,808,962-5950,HONOLULU,HI,96848,S,N,40000,8.25,1040,0,0
18352,Siyi,Veretennikov,F,202,317-7620,PARCEL RETURN SERVICE,DC,56902,S,Y,45000,9.0,1370,0,1370
18353,Cortes,Falgout,F,602,602-8039,TUCSON,AZ,85775,M,Y,85000,4.0325,0,4200,2300
18354,Ravindranath,Syang,F,253,990-2820,PASCO,WA,99301,S,N,45000,0.0,0,0,0
18355,Dietmar,Petit,F,308,288-5487,MEMPHIS,NE,68042,M,N,85000,6.84,0,206,0
18356,Alselm,Rudisin,F,605,907-5511,AVON,SD,57315,S,Y,75000,0.0,0,0,0
18357,Royce,Artola,M,313,869-5859,DETROIT,MI,48238,M,N,20000,3.9,0,6200,0
18358,Donghoon,Ahanger,F,573,114-7415,ALDRICH,MO,65601,S,N,60000,6.0,2100,0,0
18359,Jaana,Neufeld,M,208,790-6035,IRWIN,ID,83428,M,N,45000,7.8,0,6600,0
18360,Jerold,Waterhouse,F,316,577-4712,CHANUTE,KS,66720,M,N,45000,6.45,0,4500,0
18361,Anujan,Krieger,F,234,951-6683,NEW CARLISLE,OH,45344,S,Y,10000,0.8779744,1300,0,1300
18362,Royce,Furlanello,M,562,653-9158,KNEELAND,CA,95549,M,Y,30000,6.590543,0,174,272
18363,Frantz,Rackoff,M,304,689-3841,UNEEDA,WV,25205,M,N,50000,5.8,0,4000,0
18364,Atsushi,Lavrac,F,970,418-6302,DELTA,CO,81416,S,Y,15000,4.63,0,0,0
18365,Eckhart,Magidin,F,270,638-5855,SONORA,KY,42776,S,Y,20000,2.9444444,20,0,20
18366,Jared,Dewal,M,301,152-3114,BALTIMORE,MD,21205,S,Y,60000,4.75,2400,0,2400
18367,Sumant,Jorgensen,F,769,871-4075,MERIGOLD,MS,38759,M,N,100000,5.0,0,12000,0
18368,Joelle,Brakmo,F,413,252-7207,BUZZARDS BAY,MA,02542,S,N,90000,5.3,3575,0,0
18369,Uta,Brodman,M,214,485-7644,DALLAS,TX,75277,M,N,5000,0.0,0,0,0
18370,Naser,Schuning,F,703,902-9905,MEARS,VA,23409,M,N,80000,5.75,0,1800,0
18371,Bedir,Vignollet,F,971,326-2054,PLEASANT HILL,OR,97455,S,N,25000,9.0,159,0,0
18372,Homer,Feldhoffer,M,970,655-1264,SANFORD,CO,81151,S,N,55000,4.63,0,0,0
18373,Bulent,Rapps,F,617,244-7292,WOBURN,MA,01807,S,Y,80000,5.3,3575,0,1000
18374,Jarkko,Viccari,F,816,257-7726,FLORISSANT,MO,63031,M,Y,95000,6.0,0,4200,1200
18375,Dnnald,Kuninobu,M,405,978-7071,VIAN,OK,74962,M,Y,40000,6.25,0,2000,1000
18376,Katharine,Ramiller,F,801,337-7915,OGDEN,UT,84408,M,Y,70000,7.0,0,4950,2475
18377,Jianyang,Krzesinski,F,509,359-3142,THORP,WA,98946,M,Y,75000,0.0,0,0,0
18378,Tibor,Zuberek,M,939,580-8977,NAGUABO,PR,00718,S,Y,15000,0.0,0,0,0
18379,Victoria,Can,F,939,536-9060,JUANA DIAZ,PR,00795,M,N,100000,0.0,0,0,0
18380,Sadayuki,Mansanne,M,434,430-8332,OAKTON,VA,22124,M,Y,25000,5.75,0,1800,900
18381,Gopalan,Suorsa,F,478,786-4495,CARNESVILLE,GA,30521,M,Y,25000,6.0,0,5400,3000
18382,Karpjoo,Snelgrove,M,202,695-2286,WASHINGTON,DC,20526,M,Y,5000,4.5,0,2740,1370
18383,Jayme,Vignollet,M,302,832-1638,DELAWARE CITY,DE,19706,S,Y,10000,2.540909,110,0,110
18384,Arobinda,Reitz,M,319,724-6840,PETERSON,IA,51047,S,N,50000,7.8829904,40,0,0
18385,Cherif,Popplestone,M,302,299-6281,BETHEL,DE,19931,M,Y,15000,2.8818183,0,220,110
18386,Istva,Lamparter,M,620,445-1002,WINDOM,KS,67491,M,Y,50000,6.45,0,4500,2250
18387,Sathiamoorthy,Piccolo,M,908,705-6475,PERTH AMBOY,NJ,08861,M,Y,15000,1.4,0,2000,1500
18388,Joel,Carra,F,706,127-4387,ATLANTA,GA,31126,M,N,90000,6.0,0,5400,0
18389,Yoshioki,Brazdil,F,620,690-9947,IUKA,KS,67066,S,N,5000,3.5,2250,0,0
18390,Yosihisa,Umeyama,F,856,381-9161,SCHOOLEYS MOUNTAIN,NJ,07870,M,Y,50000,1.873125,0,2000,1500
18391,Ansgar,Catalkaya,F,678,369-2263,MAXEYS,GA,30671,S,N,75000,6.0,2700,0,0
18392,Lorette,Dai,M,608,864-1056,LANNON,WI,53046,M,N,30000,4.967658,0,1400,0
18393,Kazuyuki,Murli,M,210,261-5027,ARLINGTON,TX,76013,M,Y,45000,0.0,0,0,0
